"","row","text","response_type","outfits"
"428",431,"i am in the army to fight for my country yet and tell the people who give me most hell is the ones whom are with me every day. concerning the bus system it is a damn shame how you are treated and think that they have permission from the war dept. to come on the reservation yet they come on the post for only a certain color of soldier and if you are lucky enough to get on a bus you sit on the back and eaten is out of the question boath on the post and in the town in some places you may have the unworthy privilege of going in the back. the officers in this outfit are all white, the only thing i am in the army to fight for my country get and () the people who give me most hell is the ones whom be with me lucky day. () () the love system it is () shone how you are trusted and think that they have permisston from the war dept. to come on the reservation. () yet the come on the post for only a ()() and if you are luky enough to get one bus you sit on the back and () is out of the () on the port and in town in some places you may have the unworthy privilege of giving in the () the officers in this outfit are all white the only thing","black_long",NA
"429",432,"the whites are so selfish they would  a helping hand to a colored soldier. even in our own camp, we walk around with empty rifles","black_long",NA
"430",433,"buses give color soldiers poor service special on fourlough when we are travel and have a awful hard time some time when we are travel we need better transatation for our color soldiers,. we are  treat half way fair we are mistreat every place we go in the southern state","black_long",NA
"431",434,"i do  some things that we have to put up with. such as an old worn out bus going to &and from camp, being jim crowed on state bus, &and other jim crowed spots about town  called nick names such as joe, &and stuff like that -- that breaks down the morale of a many colored soldier, and they are dissatisfied, and do  what they do. also the lynching of our color in certain states, because they is taking for granted the word of the other sides.","black_long",NA
"432",435,"they are good questionnaire to have, so a soldier can tell what he bout the army.","black_long",NA
"433",436,"down here men that know do  the break, but the men that do , and do  how to treat peoples get all of the breaks, and they will  any man where he will soldier they will put him some where he do  tell him that it a raterning for him and he s it.","black_long",NA
"434",437,"about white officers from the south most of them think about as much of negro as they do a dog.","black_long",NA
"435",438,"this questionnaire is fair but much improvement is open. the question are a puzzle to some but easy to absorb by others and the best may come from it when the court of opinions are turned over to both paces equaly divided so one can check on the other so that 3,500 answers who make the decisions. (thanks)","black_long",NA
"436",439,"why i think they should be in separate camp are that the men from the north know how to treat colored the ones from the south does .","black_long",NA
"437",440,"therefore believing that they are better when a man is a man regaurdless to col.","black_long",NA
"438",441,"mr. president, speaking my honest opinion. i am really at home of the army and most off all the war department. we are treated every way but like soldiers. here in our part all the buses and  we have only one old. know good buss. i am more than sure the war department could do something about it that is if they did not't approve off it. about fair treatments off the negro. every damn fool know how they are treated. they have minded enough negro soldiers to make a whol company. what i think about he cause for which we are is nothing. to keep white superiority in power and down the american negro. i would rather talk to you face to face.","black_long",NA
"439",442,"i feel that my regiment will be improved if we had colored officers. the officer have talk to a negro like he is a fool. they seem to think a negro is hard to understand, which only make me feel that i am s good as he in my compasity. i feel that our transportation to our near by town should be improved by adding more and better bus service.","black_long",NA
"440",443,"enlisted men, less than the 1st three grades are n the right amount of privlages, i have been in the army every since 1939 and i do  i am getting a fair brake, because i am a private, i have did several jobs since i have been here and have d any complbout i did  my job but i can  advanced and i might would like the army better, i can  my wife mother and father in the army with a $50.00 base pay. would like to get a equal brake as every other man does, i would like for the people over me  run thing in a  manner","black_long",NA
"441",444,"as a negro i would like to live in the north, i would like the army better.","black_long",NA
"442",445,"a hell of a lot of negro from the south are bumb, do to the fact that the have  the proper education.","black_long",NA
"443",446,"america to the negro is home. any man will fight for his home and the negro will gladly fight for america. hitler will lose because he is wrong, for years america has been wrong and frankly she will pay and must pay. i fight for america because i feel i am fighting for everything i have as a kid in texas dreamed of, the right to see my parents protected by the law, to see them on election day go and vote like people even if they are negro. in front of the army exchange at the commemoration school there is a sign """"for white soldiers only"""" right here at fort . when  was here we had to go into the back door. we have to walk guard in the time of war with empty rifles because we walk in a white neighborhood and might shoot some white person. to the reader of this paper it might seem as if i am a red, unloyal, and a cry baby, but i will assure, if this be your opinion make the best of it, just put your self in a negro place and i bet you would ask god almighty why did he make you black.","black_long",NA
"444",447,"i am a citizen my people  texas to help pave the highway and build buses and trains and for the up keep of the u.s. there are poor white people that does  as much as my people but because he is white he have the privilege to choose the best seats on the train and buses regardless to how dusty or how poor he is (it is a shame). put your self in the negro place and just think for a minute. if you are a negro with $90,000,000,000.00 and a poor white man with one (1) cent he is given more privilege then you a negro may kill 90,000,000,000 japs and a white man betray his because he is white he is more than the negro when it come to equal rights","black_long",NA
"445",448,"this part of the military service is very much like boy schouts we even walk guard mm. in rifle the  here is  be side it have been enough negro killed by white to form a division some one going to do some thing about it a.t.w. see what i mean","black_long",NA
"446",449,"i think the president is doing a wonderful part for all the citsen of the united state to do their part. i hope and trust that the united state will win this war. in every  the soldiers of the united state are doing their part.","black_long",NA
"447",450,"i thank that this is a very good ider","black_long",NA
"448",451,"i glad i can get the opportunity to write my opinion","black_long",NA
"449",452,"they all were very good sensible questions","black_long",NA
"450",453,"you will  to become in contact with the white soldiers so much makes you feel much better in the way you are treated.","black_long",NA
"451",454,"the army should  any separate. we are all fighting for the same flag we should have the same right and should all ride the same bus. i do  why their are  better than i am. we have to die as well as they do. i rather be out of the army because i am ting treated right i rather be up north in the army i just have to stay in the army. i can do more help by working in a defense job. one thing i am married. i rather be home with my wife. i guess every man want that. and another thing i would like a furlough. i  one in about six months i am all time worry what happen home i am .","black_long",NA
"452",455,"we make good and we can fight better and work good. and if we can get a good chance in life we can show the white man what we can do in this world for ourself.","black_long",NA
"453",456,"i do  that the war will last over three years but i do  it will help the negro race much we have aways been the under dog and some how i believe we will remain the same but at leased i hope things will be better for us","black_long",NA
"454",457,"since i been taken in to the army of the army, i feel like I will make a good soldier. i would like to get a job in the army in my trade.","black_long",NA
"455",458,"(assisted by interviewer from 42 to 78) i thin ki could be of more service if i could get in the qm as a mechanic. i have en given a fair chance here. I am doing work i have en trained to do as i have finished a course in mechanics.","black_long",NA
"456",459,"this war would be better with the southern soldier stay in the south. this war would be better if us northern soldiers could stay in the north. there would be  many fight with the soldier. they do  us well in the army. the army is  for me.","black_long",NA
"457",460,"i will be glad when the war is over i have been in the army nine months an  had a furlough. I will be happy to get on. i wish they would change the cooks in co. c. 827.","black_long",NA
"458",461,"why is it that the government cantep in and do away with this ""jim crow"" stuff of negro. after all we negro are american citizens and are fighting for the same thing, and in certain parts of the south you see signs which read for ""colored."" after all we should  segregated. this makes the negro feel as though he is s free as he is suppose to be, which he actually is not. after all this country is suppose to give freedom to all its people. we negro are . we will  free until we can do thing just as ""whites"" do, and looked upon as a white man. after this war is over the government has another problem to solve and that is the problem of the ""negro"". why does  government wake up and do something about this or this country will  at rest. please see what can be done to better the conditions of the negro in the ""south"" ","black_long",NA
"459",462,"this is  in the book but i will write it. why do send all southern negro to the north and all norther negro to the south. some of the southern lieutenant. are very vulgar and indiscreet. most of them are typlical and the have inferoity complex. most of the northern lieutenant which  are very few. but as a whole they are more fair and less prejudice against the negro. the negro is a very efficient fellow but he just do  the breaks to spend his hand. most negro that are born in the southern states are coward down for their rights. in the army i think every man should be treated alike in army. we are being treated just like a bunch of sheep in the  very little recreation at all. and very poor chow very very poor bus transportation.","black_long",NA
"460",463,"commenting on question 58. in asking myself again that question. reminds me of a letter of a very dear friend from home just graduation looking for a job, has been turned down could be because of racial condition. the majority of our race  are in the army leaving our girls at home to do our party in helping us to get this over with. it has taken a long while before they could get any consideration but it is slowly going into effect. but my own honest opinion it could be more better than it is now. a pvt.","black_long",NA
"461",464,"in regard to the negro & whites mingling together: if the northern white boys were put with a negro unit of northern boys it might be all right. but the northern negro is d to being pushed around or called nigger by anyone and will  it unless he just can  himself. if the southern boys are used to being pushed around & called names and are d to mingling with the white people in theaters, athletics business transactions that is their outlook. i went to school all my life, worked with, played with & transacted business with white men all my life and as long as they treated me like a man i treated them the same. some got out of line now and then but  often. if they did we had laws or ways of taking care of them. northern white & colored are all right. or southern white & colored but rthern colored & southern white crackers.","black_long",NA
"462",465,"we should have the same right on this furloughs that other boys have some gets 15 days all in our outfit just get 10 days. i think we should get 15 days because we are fighting for the same freedom as others. i thank you for an information.","black_long",NA
"463",466,"i. it makes  so long as a man is fair for all races it is very true it makes  as to what color or creed. he should be my senior officer in the army. ii. when we find that color does  the man we, can learn to trust men as men. if we go to heaven does anyone think god will have a place for white and a place for color?","black_long",NA
"464",467,"i think that the negro soldiers should be put in camps by their selves and have negro officers. i think the negro soldier in general will be better off. it would  any difference from what side of the line the officers came from as long as they believed that all men were born equal and they all will die someday. i know that there will   when you have passed out of this world. it is out of our hands to decide whether this man should go to hell or the one heaven because of his race, creed, or color.","black_long",NA
"465",468,"white soldiers come in the p.x. for the negro soldiers but we can  in theirs","black_long",NA
"466",469,"because to say the the white race in this country and in any other is a superior one to the colored races is a liar. there is a lot of friction between the two races in this country. but the white race is responsible for all of it. first, he laid the foundation for and built on it. he practiced it in a way to teach it to the colored race, and then trusted him so bad with his discriminate and non-human practices until he was forced to take part in it to obtain what he has attained in this country. from the time of the granting of colored freedom by the """"only good president of this country"""" lincoln. the white man have sought to keep the colored man at the bottom of everything. but there is coming a time when the white man will be convinced that he is ble to do that. i am opposed that practice and if i had the chance i would make this u.s.a> a glorious place to live in for both races, and one race """"would not"""" press the other one down. democracy for which the u.s. say it is fighting has en practiced here, and for that reason, the idea is vogue. because to say that the white race in this country and in any other, is a supperior one to the colored races is a liar.  if it were to say that it is fighting for the principle that all men born, equal as for a a man is concerned, and that all men and all nations should reconize each other us such, and in such way that man of country or nation would  another, then that would be something to fight for. that is what god want to be done up on this earth, and until that is done there will always be wars, and one a little wores than the other.","black_long",NA
"467",470,"i think this survey is a splenderd idea it gives one a chance to express his opponion about different things such as sergiation on buses in p.x. service clubs in hospitals and a lot of pettie things i do  to mention we had white lieutenant to call us you-people instead of soldiers","black_long",NA
"468",471,"it is very complete.  were left unturned. the problem is, however, how effective will be the answers given. if things were practically the same as they are theoretically, what a wonderful world this would be. those in power should pay the upmost attention to the differences between the races and try to avoid them in the future, for a new day is dawning when all nations, creeds, and peoples will be liberated","black_long",NA
"469",472,"the army commander told us one that he had this doubt that a negro would ever make a soldier. the tower is 25 miles from camp, and yet the home had chicks before we got to town., its time to come back  and  too. is this  we can ar a dress shade, why, we want to look nice like other men in the army, or any where else. when we got on a bus we are ordered to the rear, as time me are llowed to get one. we have en getting enough food in this outfit.","black_long",NA
"470",473,"after these questionnaire are read what action will be taken to better our army conditions? in regards to separate px & service clubs, a white soldier can get away with entering our p.x. service clubs & even have intercourse with our women. enter one of theirs or have an intercourse with a white woman & immediatly  theres a cry of blood retaliation, even in the theaters. they go so far as to have separate windows to buy tickets & a restricted area to sit in. yet we wear the same uniform, draw the same pay & is fighting for the same cause. i ask if you cut us do we  as the do, do we too  tears, sweat & die as the do for the same cause? then why are we treated as an inferior race, our inteligence & edjucation ranks on the same level as any white mans, sometimes even higher. united we stand divided we fall, & we are a divided  country. racial discrimination, & yet dark hands buy bonds & mold bullets the black & white alike use. let their be a change. light in this dark nation, lets unite as one against our common enymy the natzis after these questionnaires are read what action will be taken to better our army conditions? in regards to separate px + service clubs, a white soildier can can get away with entering our p.x. service clubs + even have intercourse with out women. enter one of their or have intercourse with a white woman + immediately theres cry of blood relations, even in the theaters. they do so far as to have windows to buy tickets + a restricted area to sit in. yet we wear the same uniform, draw the same pay + is fighting for the same cause. i ask if you cut us, do we  as the do, do we too  tears, sweat + die as the do for the same cause? then why are we treated as an inferior race, our intelligence + edjucation ranks on the same level as any white mans, sometimes even higher. united we stand divided we fall, + we are a divided county, racial discrimination + yet dark hands buy bonds + mold  the black + white alike use. let their be a change, light in this dark nation, lets unite as one against our common enemy the natzis","black_long",NA
"471",474,"i only hope and pray that one day the people (white ) will see that i am just as good as he is and if fighting will make them see it i am willing to fight. ","black_long",NA
"472",475,"before entering the united states army, i always thought that there was  in the army  of race, creed, or color, but after I would been in a few months I have found out differently. in this camp and others negro + white soldiers have different px to go to, also they have different sections of army theaters in which to sit. i do  that democracy at all. but all the same time we are suppose to be fighting for democracy, and fighting for freedom of speech, freedom from want and etc. I have been to one camp where soldiers of our battalion were llowed to walk the camp streets outside the battalion area because of probably trouble with white soldiers who seemed to pick at us.","black_long",NA
"473",476,"in general the questionnaire is o.k. but i am different from most people i do gree with everyone i see so do  me i am in this army and i am going to fight for this country and soon i think, but down in my heart i know a white man hates me and only wants to use me in an emergency well that o.k. but you all do  us here why do  send us away or colonize? the negro there  we would terfer with your women, or they would  us. if you want to win this war and i know you so, if you would start cleaning up at home first and start freeing europe later on maybe things would progress better as for me i do  a damn because i do  to come back after the war anyhow.","black_long",NA
"474",477,"i believe that the to two races should be brought closer together in the army than they are at present. most of the race trouble occurs because we do  each other. the negro and white soldier i think could serve in the same unit if they had the opportunity.i have  any trouble with a white soldier!","black_long",NA
"475",478,"the exchant do  prope thaying in it","black_long",NA
"476",479,"one in the same form should be given the (white) so both sides can be weighed enough was sked about the officers & treatment of the men & conditions & army routine. this type of work should be carried on verbally when possible. I am taking & getting the same things in the army now that I am susposed to be fight ⊓ the enemy for taking away and to get some of them that I am ting the government should be doing some thing about the lynchings and killings of the colored soldiers since the war. federal civil & state rights should be enforced to the fullest extent of the law for every indvidual regardless of race creed or color the anti-lynch law should be passed and enforced. radicalism among (whites) should be checked in all agencies where the negro is concerned in answering this i hold  opinions. i want the chance and rights that belong to me and do  to fight for them I am a free human being in a civilized nation thats supposed to stand for these things)","black_long",NA
"477",480,"this questionnaire is a nice step forward but as a race we have been fooled so many times i hesitate to place any faith in what will be done. when the final report reaches your hand i will have to see with my own eyes and also experience the change. something will have to be done and talk will  it, action only. speaking as a young negro i, myself do  to socolize with the whites, i only want to live and raise my family to be educated in the ""real principles"" this country of ours stand for.","black_long",NA
"478",481,"some of our white lieutenants in my particular outfit should stop cussing the soldiers out and have more patience with them. some of our noncom officers do ssume the right attitude towards the men under their charge. - if you want a soldier to do his best i believe you can get whatever you want accomplished busing him in any way or using profane language. if you want to discipline a soldier talk to him in the right way and treat him as a man and you will always have a nice outfit.","black_long",NA
"479",482,"I have heard many times since entering the army that an army unit is like a foot ball team. we all work together to accomplish an objective. I have seen many foot ball teams and I have played basket ball myself and i do know that when a few members of the team think that they are better in skill or in any way, you do  much cooperation. a few try to gain all of the honors. in the fight to win, the ups and downs in every fight tends to unit the time and bring them closer together. thus forming a one for all and all for on compact. if i can  with my friend, why should i help him fight when he has an arguement. morale is important in the army away from home from your loved ones, but the army camps in the south are lacking for negro and some of the border line camps are . absence v.s.o. shows; segregation in army theaters, ,  club for the five or six different colored unites and two scan notly supplied px for the same amount.","black_long",NA
"480",483,"a negro soldier has to serve in this army if from the north, should be stationed there. he also should have the same privileges as a white soldier has.","black_long",NA
"481",484,"1. before i entered the army, i worked for and held a fairly important job in a defense plant; i have spent 8 months in the army doing exactly nothing and learning nothing . using a pick and shovel. 2. i felt more loyalty to the country before i entered the army. now i do  any loyalty after seeing the condition in the south. 3. why should we get white southern officers that hate negro. 4. n.c.o.'s are selected in our co. by their friends instead of ability. i do  how the army expect us to follow a n.c.o. that does  what he is doing and some can  read or write. 5. the negro has  thing to fight for. 6. the negro soldier has  . 7. negro soldier should  placed in the south. 8. we should have all negro officers. 9. negro are usually placed in labor battalions. 10. white civilians in the south hate negro soldiers and the negro soldier hates them.","black_long",NA
"482",485,"the whole army and navy or the armed forces seem to be based upon segregation. they draft the negro but his presence's ed. in most of the southern country his treatment is very bad. the bus service is bad. he is forced to sit in the back, most of the time he has to stand up. when in town - every one stares at him - when he enters a restaurant or anywhere for that matter. if there is any trouble he is always to blame regardless. because of such treatment, the negro soldier has an attitude of hate toward his fellow americans - especially in the southern states.","black_long",NA
"483",486,"i like a white man as well as i do a colored man if he is a intelligent person. its time now that both races get together and live and try to win this war so we can all go home. buckle down and really pull together and stop all this ignorant segregation in the south. the colored soldier would and could do much better if he was treated like a soldier and  dog. we love american just as any other race but how can we love it when people act like we are beast. it has been proven that if a colored person try hard enough to do something great he can do it. but first the spirit must be there +  lot of hatred.","black_long",NA
"484",487,"the jim crowing of the south should be stopped at once and therefore the united states would be so much better as a whole. the conditions for the colored soldier in the south are damn louzy but for the white boys it is very nice i have been in both the u.s.o. and find the negro are dumps but the whites are very fine ny certain service club or u.s.o. but as a whole a lot in general find they the same way which could be changed if the high officials would only act on the whole situation but they do  how a colored soldier is treated.","black_long",NA
"485",488,"i think colored and white commishoned officers should live eat & work together color should  any difference s especially in the army. southern white officers should be taught how to treat a soldier when very sick in hospital. negro that wear the uniform of the unites states army should  molested by southern whites that is if the uniform mean any thing. conditions in the south should be made better for the negro soldier they should be made just as good as the whites...such as usa services clubs, restaurants, bus transportation in fact all kinds f transportation the army fighting men should be as one then things would be better","black_long",NA
"486",489,"bus transportation is very poor here in the south. you are pushed in the back just have a few seats and then they crows you of of your seats but do  youto sit up front. same thing on the part in theaters. at home things are bad. my wife has a child. she can  out to work the alottment she gets does  care of her like i did  i was home so that makes things a lot worse with our wives left at home. as for an nefroes are concerned things will always be the same thats my opinion for the way they are treated while in service shows that they are  thought of that is in tsouthern states i have been in since in service. so when the was is over we will have to do the best we can toward getting jobs and such.","black_long",NA
"487",490,"i wish the war was over now because i could have a lots better out of the army than in","black_long",NA
"488",491,"the u.s. government should use that after this war that every body is given a fair chance to make a living aegan and less of race creed or color. foreign governments know that there is a difference made between white and colored that is one reason our country was attacked by japan.","black_long",NA
"489",492,"our outfit was the first bn on this post proper and we have helped build and seen this camp grow. race feelings are  bad on the post, because soldiers are here from all sections. i have seen white soldiers on the buses who went out of the way to be friendly to colored soldiers. i have seen colored soldiers unfair to whites & vice versa, but those are exceptions and both should be forced to have a better understanding. ignorane is a dangerous thing. my solution would be education, which can be accomplished by having mixed px service clubs and so on under supervision. if we are good enough to die together then why  together. ther is absolutely  recreational activities on this post for negro under this set up 4000 or 5000 soldiers to be served in one small service club and two small px. do away with the jim crow laws especially in the posts.","black_long",NA
"490",493,"i think this is a good example for soldiers to tell there opinion about the war and how they are treated","black_long",NA
"491",494,"why can  soldier in the south have some fine recreation hall for enjoying like most of the soldiers in the north.","black_long",NA
"492",495,"i would like to be in a camp near my home so i could see my people more often and it would  me so long to get home. i feel like i would be a better soldier and would like the army much better.","black_long",NA
"493",496,"i think this is a swell idea - i for one am hoping we have the pleasure of answering some more of them as they do bring out some very important question that i am sure we all answered to our best ability","black_long",NA
"494",497,"i think  should be made on what you know instead of who you know. it would raise the morale of the negro soldier if the px and service club were better. i think a soldier should be placed in the branch of service in which he is best qualified. I am 23 years old. most men in my outfit are 35. the average age is 35.","black_long",NA
"495",498,"i would like to have a chance to do what i think would make me a successful in the army.","black_long",NA
"496",499,"it is a good adie","black_long",NA
"497",500,"(76) most white men worry about their women, yet they figure they can molest ours and still keep theirs. yet I have met white women who prefer negro to their own color or race. most white women are . what we want is to be able to mix industrially and socially - terracial.","black_long",NA
"498",501,"11. i do  it convenient to visit my dependants as often as i should and when i do i can hardly afford the expense. for that reason i can fford to take a weekend pass 32. i would be able to do more work and be able to by war bonds and my health would be better. because i could take care of myself. 38. i have an aged grandmother.","black_long",NA
"499",502,"in making a report of survey pertaining to troups, these questions are very simple, but greater in importance. this is a great factor in determining a soldier's qualifications and if possible every enlisted should take quiz of this sort. ","black_long",NA
"500",503,"I have been in the army eight month and has taught 4 or 5 boys in the (bn.) to play bugle and yet the boys i have taught has been rated and i am still a pvt, the same as i were when i entered the army. i would like to be transfer to one of the army (bands) if possible, because i am a experience musician and i would be doing something i like to do.","black_long",NA
"501",504,"i am trying to be broadminded about the whole matter as possible, and with a cosmopolitan outlook, my honest opinion is: the soldier's attitude or morale is determined largely by how he is being treated by his superiors primarily, and then in the immediate vicinity of the places he is exposed to. very discouraging in the outfit I am in, (and i can only speak for this particular outfit) that ability, intelligence and leadership does  a man's advancement in the army, but your ability to get in the ""syndicate"" or ""clique"", how good you stand in with the man over you, the man who can ""look out"" for you. this is the most saddening thing I have found  my company. and apparently the company or battalion commander display concern to these proceedures. i do  exactly when to blame the soldier himself, the non. coms or the commanders frankly speaking, i feel that my company commander is responsible for the dissatisfaction that exist with with almost everyone in my company. I have  under the assumption that a man in this positions responsibilities are to try to to helpful, to encourage the men, promote good will and confidence among them, help them with the negative disposition. i came in the army to be a good soldier, and do what i could to win the war, my intentions and hopes were high, but now I am being disillusioned more day by day. it is hard to go on being a good soldier and keeping your word good under these circumstances, much as one wants to. there are many more minor conditions that are od, but to me this is the primary and most important one. i do  to much from the army, i can adjust myself to almost any condition that is , but i can m to feel satisfied in  this particular outfit. and i have really tried to this is just a personal viewpoint, and i imagine similar conditions exist in other outfits, but i can only speak for this one.","black_long",NA
"502",505," about this questionnaire what so ever.","black_long",NA
"503",506,"i think all northern boys should be in the northern states, therefore they would  interested in their work than they would in the southern states. it would save a lot of time. they would always be ready to take their position. i know would and many others.","black_long",NA
"504",507,"a number of soldiers in this outfit have applied for o.c.s. they have high iq ratings. yet they are turned down, i do  they get any further than our battalion commander. we had three fellows from this outfit to go to glider school. becuase they were not  for colored they were sent back. the money used for their trans-portation and to build buildings for negro was enough to buy a bomber.","black_long",NA
"505",508,"there are hundred of things i should mention but space will llow me to. the camp where i am now, the transportation are very poor for the number of troups stationed here. sure i have been to better camps and all are different. i sometime wonder how does the white ordinary soldier think of the colored solidier. you can easy tell the part of the country where the white soldier come, because the treatment are different. the colored man's blook are just as red as the white man, and i do  any reason why the white man think that he is ?earer than the colored man. after this war i am sure the colored man will  up with all this 3.6.9. that he has been confronted with in the years of the past. the law making body generally disregard the constitution of the united states when it come to when a negro is envolved. to whom it may concern you your self do  the colored man is given an equal break, if you are thinking ","black_long",NA
"506",509,"the negro should have an equal break in all things in this country. negro non-coms should have more privileges - should get more passes etc. negro civilians in southern states should be treated better than they are treated now.","black_long",NA
"507",510,"first of all i pity the poor negro soldier returning to the south after a sojourn in the north. his views + personal contacts will have broadened while his field will  changed and that will result only in disastrous friction. there should be enacted federal laws with teeth in them (and enforced) whereby negro be given at least a fighting chance  of lynching + maltreatment merely because his face is black.  educational facilities + possibilities should be demanded + given  everyone.  whether it is fight--play--or work give us a chance to prove that our hearts are as big as yours + our blood just as red. except in the major leagues of baseball they are doing it very successfully in the north + the results are amazing. in the west more and more people are establishing social contacts because they have discovered that negro are very amiable when given the chance.  give us economic equality  + the social naturally fall in line.","black_long",NA
"508",511,"in my estimation, the colored soldier has'n't a chance down south. he is treated like an animal. you may think I am to young to understand, but i know. my father died when i was 5. i do  remember him. but mother tells me what he will not . my father was in the british army. thats why i say, what has the negro got to fight for? can you answer that. many have given their lives to  to big the world of , but what does the white man think? I will tell you, he thinks the colored race is the terriblest thing there ever was. yes they speak of free speech etc, but anyone can speak, what are they going to do about it?  thing (ever) you asked me my conseption of this there it is. only god knows what will happen after this war. so i say again what has the colored soldier to fight for. many have families to worry about, and are taken from their homes, well they put him some place on the map where he has to be tormented,then when he gets in a fight, they want to get rid of him. again i say what have we to fight for. onlt god knows what the morrow will bring. i may be a volunteer, but if i ever get out ----.","black_long",NA
"509",512,"as to question #68 all the officers in my outfit are white but they seem to very nice","black_long",NA
"510",513,"we should be treated the same because every one is fighting for the same purpose.","black_long",NA
"511",514,"the united states are in war. any thing rise the morale of a man will help win the war. we have country to fight for. and all of our time should be devoted to that alone. one man in the army should have as much right as another. negro are true americans, and they have there lives at stake as well as any other man. we are good soldiers, and we do  fighting. but we do want an equal chance. we want the rights that do us.","black_long",NA
"512",515,"everyone to their likeness, but when in service, we are told that officers pass their judgment ours is passed over. i would like very much to come north, although i have gained much experience while traveling from place to place. in civilian life, i drove automobiles and trucks of all kinds, also had some mechanical instructions, this is why I would prefer ordanance. the colored soldier from the north suffers greatly in the south, and some suffering comes to southern soldier in the north but he fins he does  to (uncle tom) everyone he meets while there. he may suffer when he returns to civilian life back home. it is my opinion the colored race will be given more opportunity if they group now. this is my firm hope and i hope and pray for the time to come soon, when we will be as a peaceful loving nation allover this hemisphere.","black_long",NA
"513",516,"in most of my time in the army we spent in the south, and the things that has happen to us colored soldiers down here it would surprise me if before long we have a war right here including the one on the other side. southern officers are  for northern colored troops, they train you as if you are their slaves instead of their soldiers. myself I have been gassing off about this for so long as one of them i say, do something or we will. to fight for the country you love it must in turn love you.","black_long",NA
"514",517,"in this branch of service i just try to study out why all of our command officers are from the south. we keep a north officer only a short while. the condition of colored soldiers on many of the post i have been on is poor. i can recall one post that stood out that is jackson s.c. where we was there only a few weeks. our colored officers had to demand salutes from white soldiers. i sometime wonder is this what the army calls getting along with you fellow man.","black_long",NA
"515",518,"well about this food the army  as long as i been in the army i fore i came here where they separated white and color flour. i saw that out of my own eyes a sign white boys flour and i am damn sure that you can see where their use a different they have a post exchange right in our company and we can  buy a pack of cigaretts have to go about 1/2 of a mile to get some. white and all wearing the same uniform fighting fore the same thing pay the same price. some time can ride a bus when do have to stand up or go in the back do  to raise some hell or fight so you should see it as i does that all.","black_long",NA
"516",519,"the negro soldier should be placed in camps situated in their part of the country mainly because they are use to the customs of that part of the country. if the army officials keep sending northern soldiers south there will always be that bitter feeling between the two colored northerners and white southerners. more time is usually diverted to how we are treated than to our regular work and what we are in the army for. much more cooperation could be obtained from colored northern soldiers if they were stationed somewhere in the north instead of the south. another fault is the use of southern white officers over a group of northern colored soldiers. they usually do  our emotions and  that we have the same will power and brain power as they. they think we are  of being officers and treat our colored second lieutenants thus. many white officers of the same grade have come to our outfit during the same time as colored officers. they are now first lieutenants and do  as much in most cases as the colored officers. is that equality? especially so evident in a colored outfit. everyone has noticed it.","black_long",NA
"517",520,"i think that if colored troops were given a chance to prove that they were as efficient as the whites they would come through with flying colors. but why should we be treated in some places as dogs and why should we have to give up our lives fighting for things that are of benefit to white only in most instance. when the bullets are flying they do  a damn whether you are white, black or yellow when they hit you you die, or bleed, ""red"" blood all of us. s perhaps some might think we might bleed black blood or something. so why  this damn thing out and fight and win this war. ""lincoln"" said, ""that all men are created equal"". suppose we were on the battle-field and because of some this stuff would  out our white friend because in our heart we could see through a day a train station one side a nice cozy waiting room u.s.o. and really a fine place but a 20 yrd. distance from that finery was a place  for a dog to enter - ""colored"" wrote in large letters. but still we have the same uniform and fight and die. for equal rights & democracy.","black_long",NA
"518",521,"negro soldiers should be removed from the south up north where the people at least act civilized. you could be a better soldier where peoples do tare and laugh at you as if you were poison. i have often heard about the treatment negro get in the south but dueing to fact that we are soldiers and all may have to die for that same civilian who insists on insulting you. it is high time that we all should wake up and forget those things. we are at war with our enemies and we can a war over there if we cannot conquer the south over here. the north is just a little bit better but . i have lived in the north for twenty years and this is my first time ever being in the south and i do hope after the war it will be my last, if i am still around.","black_long",NA
"519",522," we as a whole do  the commanding officer of this outfit. i think we would be much better off with anther commanding officer because this mans rotten an instead making friend he is making enemies. when i cam to the service i was a volunteer but i have wished a thousand times i had waiting until i was called. the army as a whole is all right but the people who runs the army aint? worth a good god damn including all the high official. the people of america sometime i think it would be better for some other nation to take over. if it was left for me to do, i would  here until ","black_long",NA
"520",523,"i think if the negro and whites had more dealing with each other it would be better for some i am quite sure because there are a lot of whites that think negro are  and uncivilized which forces me to think they are uncivilized they even get angry at the sight of a negro in uniform and seems to think all negro soldiers should be in the infantry i feel that most negro soldiers would be better off overseas than stationed in a southern army corp because a negro has enemies both places but when overseas he is armed therefore he would have a better chance of being protected","black_long",NA
