"","source","target","weight"
"12477","compani","displai",1
"12478","displai","proceedur",1
"12479","know","blame",1
"12480","soldier","non.",1
"12481","non.","command",1
"12482","feel","command",1
"12483","man","respons",1
"12484","posit","try",1
"12485","encourag","promot",1
"12486","promot","confid",1
"12487","confid","help",1
"12488","help","neg",1
"12489","neg","come",1
"12490","armi","good",1
"12491","intent","high",1
"12492","dai","hard",1
"12493","soldier","word",1
"12494","word","circumst",1
"12495","condit","good",1
"12496","armi","adjust",1
"12497","condit","unbear",1
"12498","feel","particular",1
"12499","satisfi","outfit",1
"12500","viewpoint","imagin",1
"12501","condit","outfit",1
"12502","comment","questionnair",1
"12503","northern","boi",1
"12504","northern","state",1
"12505","southern","state",1
"12506","think","northern",1
"12507","save","lot",1
"12508","lot","time",1
"12509","readi","take",1
"12510","take","posit",1
"12511","think","boi",1
"12512","inter","work",1
"12513","posit","know",1
"12514","know","mani",1
"12515","state","save",1
"12516","save","time",1
"12517","readi","posit",1
"12518","battalion","command",1
"12519","glider","school",1
"12520","monei","us",1
"12521","build","build",1
"12522","numb","soldier",1
"12523","outfit","appli",1
"12524","appli","o.c.",1
"12525","high","rate",1
"12526","think","get",1
"12527","tran","portat",1
"12528","build","negro",1
"12529","negro","enough",1
"12530","enough","bui",1
"12531","bui","bomber",1
"12532","soldier","outfit",1
"12533","fellow","outfit",1
"12534","color","send",1
"12535","us","tran",1
"12536","portat","build",1
"12537","build","negro",1
"12538","outfit","o.c.",1
"12539","o.c.","high",1
"12540","outfit","glider",1
"12541","send","monei",1
"12542","monei","tran",1
"12543","portat","build",1
"12544","build","enough",1
"12545","negro","bui",1
"12546","enough","bomber",1
"12547","white","soldier",2
"12548","white","man",2
"12549","color","man",2
"12550","white","think",2
"12551","think","color",2
"12552","troup","station",1
"12553","good","camp",1
"12554","white","ordinari",1
"12555","ordinari","soldier",1
"12556","soldier","think",1
"12557","color","solidi",1
"12558","easi","tell",1
"12559","soldier","come",1
"12560","colo","man",1
"12561","man","think",1
"12562","law","make",1
"12563","make","bodi",1
"12564","color","man",1
"12565","equal","break",1
"12566","mention","space",1
"12567","numb","troup",1
"12568","ordinari","think",1
"12569","tell","part",1
"12570","white","come",1
"12571","treatment","differ",1
"12572","man","blook",1
"12573","see","reason",1
"12574","sure","color",1
"12575","law","bodi",1
"12576","negro","envolv",1
"12577","man","give",1
"12578","give","equal",1
"12579","thing","mention",1
"12580","space","allow",1
"12581","transport","poor",1
"12582","poor","numb",1
"12583","numb","station",1
"12584","station","sure",1
"12585","easi","part",1
"12586","part","countri",1
"12587","countri","white",1
"12588","differ","colo",1
"12589","colo","blook",1
"12590","red","white",1
"12591","reason","white",1
"12592","earer","color",1
"12593","war","sure",1
"12594","sure","man",1
"12595","man","put",1
"12596","year","past",1
"12597","past","law",1
"12598","think","man",1
"12599","color","give",1
"12600","give","break",1
"12601","troup","sure",1
"12602","camp","differ",1
"12603","differ","wonder",1
"12604","wonder","white",1
"12605","soldier","color",1
"12606","think","solidi",1
"12607","solidi","easi",1
"12608","countri","soldier",1
"12609","come","treatment",1
"12610","differ","man",1
"12611","blook","red",1
"12612","red","man",1
"12613","reason","man",1
"12614","earer","man",1
"12615","man","war",1
"12616","color","put",1
"12617","confront","year",1
"12618","past","make",1
"12619","bodi","constitut",1
"12620","come","negro",1
"12621","man","equal",1
"12622","equal","break",1
"12623","negro","non-com",1
"12624","negro","civilian",1
"12625","treat","good",1
"12626","countri","negro",1
"12627","get","pass",1
"12628","pass","negro",1
"12629","civilian","southern",1
"12630","break","thing",1
"12631","thing","countri",1
"12632","countri","non-com",1
"12633","privileg","get",1
"12634","pass","civilian",1
"12635","negro","southern",1
"12636","negro","equal",1
"12637","equal","thing",1
"12638","non-com","privileg",1
"12639","get","negro",1
"12640","southern","treat",1
"12641","good","treat",1
"12642","give","chanc",2
"12643","poor","negro",1
"12644","negro","soldier",1
"12645","soldier","return",1
"12646","person","contact",1
"12647","disastr","friction",1
"12648","enact","feder",1
"12649","feder","law",1
"12650","wherebi","negro",1
"12651","fight","chanc",1
"12652","educ","facil",1
"12653","work","give",1
"12654","major","leagu",1
"12655","establish","social",1
"12656","social","contact",1
"12657","econom","equal",1
"12658","social","natur",1
"12659","natur","fall",1
"12660","piti","poor",1
"12661","poor","soldier",1
"12662","negro","return",1
"12663","view","person",1
"12664","enact","law",1
"12665","law","tooth",1
"12666","enforc","wherebi",1
"12667","negro","give",1
"12668","chanc","danger",1
"12669","danger","lynch",1
"12670","lynch","maltreat",1
"12671","face","black",1
"12672","black","educ",1
"12673","facil","possibl",1
"12674","demand","give",1
"12675","fight","plai",1
"12676","chanc","prove",1
"12677","leagu","basebal",1
"12678","result","amaz",1
"12679","peopl","establish",1
"12680","establish","contact",1
"12681","discov","negro",1
"12682","amiabl","give",1
"12683","chanc","give",1
"12684","give","econom",1
"12685","social","fall",1
"12686","fall","line",1
"12687","piti","negro",1
"12688","poor","return",1
"12689","return","south",1
"12690","south","sojourn",1
"12691","sojourn","north",1
"12692","north","view",1
"12693","view","contact",1
"12694","contact","broaden",1
"12695","broaden","field",1
"12696","result","disastr",1
"12697","feder","tooth",1
"12698","enforc","negro",1
"12699","wherebi","give",1
"12700","fight","danger",1
"12701","black","facil",1
"12702","educ","possibl",1
"12703","possibl","demand",1
"12704","plai","work",1
"12705","prove","heart",1
"12706","heart","big",1
"12707","blood","red",1
"12708","major","basebal",1
"12709","north","result",1
"12710","peopl","social",1
"12711","negro","amiabl",1
"12712","give","equal",1
"12713","equal","social",1
"12714","natur","line",1
"12715","piti","soldier",1
"12716","soldier","south",1
"12717","person","broaden",1
"12718","field","chang",1
"12719","chang","result",1
"12720","result","friction",1
"12721","enact","tooth",1
"12722","give","fight",1
"12723","chanc","lynch",1
"12724","danger","maltreat",1
"12725","maltreat","face",1
"12726","face","educ",1
"12727","plai","give",1
"12728","work","chanc",1
"12729","peopl","contact",1
"12730","contact","discov",1
"12731","amiabl","chanc",1
"12732","give","give",1
"12733","chanc","econom",1
"12734","econom","social",1
"12735","equal","natur",1
"12736","social","line",1
"12737","color","soldier",2
"12738","get","fight",2
"12739","father","die",1
"12740","mother","tell",1
"12741","british","armi",1
"12742","negro","get",1
"12743","white","man",1
"12744","man","think",1
"12745","color","race",1
"12746","terriblest","thing",1
"12747","free","speech",1
"12748","get","rid",1
"12749","young","understand",1
"12750","mani","give",1
"12751","give","life",1
"12752","big","world",1
"12753","white","think",1
"12754","think","color",1
"12755","speak","free",1
"12756","soldier","fight",1
"12757","mani","famili",1
"12758","famili","worri",1
"12759","want","get",1
"12760","morrow","bring",1
"12761","estim","color",1
"12762","treat","anim",1
"12763","know","father",1
"12764","negro","fight",1
"12765","answer","mani",1
"12766","life","big",1
"12767","think","race",1
"12768","race","terriblest",1
"12769","speak","speech",1
"12770","ask","consept",1
"12771","know","happen",1
"12772","happen","war",1
"12773","color","fight",1
"12774","fight","mani",1
"12775","take","home",1
"12776","put","place",1
"12777","place","map",1
"12778","fight","want",1
"12779","want","rid",1
"12780","know","morrow",1
"12781","estim","soldier",1
"12782","anim","think",1
"12783","think","young",1
"12784","understand","know",1
"12785","know","die",1
"12786","rememb","mother",1
"12787","father","british",1
"12788","mani","life",1
"12789","think","tell",1
"12790","tell","think",1
"12791","color","terriblest",1
"12792","race","thing",1
"12793","war","sai",1
"12794","mani","worri",1
"12795","home","put",1
"12796","outfit","white",1
"12797","offic","outfit",1
"12798","white","seem",1
"12799","seem","nice",1
"12800","on","fight",1
"12801","fight","purpos",1
"12802","thing","rise",1
"12803","help","win",1
"12804","good","soldier",1
"12805","mine","fight",1
"12806","equal","chanc",1
"12807","rise","moral",1
"12808","man","help",1
"12809","win","war",1
"12810","countri","fight",1
"12811","negro","true",1
"12812","life","stake",1
"12813","want","equal",1
"12814","want","right",1
"12815","war","thing",1
"12816","thing","moral",1
"12817","moral","man",1
"12818","man","win",1
"12819","help","war",1
"12820","time","devot",1
"12821","man","armi",1
"12822","want","chanc",1
"12823","chanc","want",1
"12824","war","rise",1
"12825","war","countri",1
"12826","armi","much",1
"12827","man","good",1
"12828","equal","want",1
"12829","civilian","life",2
"12830","firm","hope",2
"12831","travel","place",2
"12832","soldier","north",2
"12833","offic","pass",1
"12834","gain","much",1
"12835","much","experi",1
"12836","drive","automobil",1
"12837","mechan","instruct",1
"12838","prefer","ordan",1
"12839","color","soldier",1
"12840","north","suffer",1
"12841","suffer","come",1
"12842","southern","soldier",1
"12843","uncl","tom",1
"12844","color","race",1
"12845","peac","love",1
"12846","love","nation",1
"12847","tell","offic",1
"12848","pass","judgment",1
"12849","like","much",1
"12850","much","come",1
"12851","gain","experi",1
"12852","experi","travel",1
"12853","place","place",1
"12854","automobil","truck",1
"12855","come","southern",1
"12856","return","civilian",1
"12857","opinion","color",1
"12858","give","opportun",1
"12859","hope","prai",1
"12860","time","come",1
"12861","peac","nation",1
"12862","tell","pass",1
"12863","offic","judgment",1
"12864","judgment","pass",1
"12865","much","travel",1
"12866","place","civilian",1
"12867","life","drive",1
"12868","drive","truck",1
"12869","truck","kind",1
"12870","ordan","color",1
"12871","suffer","southern",1
"12872","come","soldier",1
"12873","north","fin",1
"12874","suffer","return",1
"12875","return","life",1
"12876","opinion","race",1
"12877","race","give",1
"12878","opportun","group",1
"12879","hope","hope",1
"12880","prai","time",1
"12881","nation","hemispher",1
"12882","servic","tell",1
"12883","like","come",1
"12884","gain","travel",1
"12885","experi","place",1
"12886","place","life",1
"12887","civilian","drive",1
"12888","life","automobil",1
"12889","prefer","color",1
"12890","ordan","soldier",1
"12891","color","north",1
"12892","soldier","suffer",1
"12893","suffer","south",1
"12894","south","suffer",1
"12895","suffer","soldier",1
"12896","southern","north",1
"12897","tom","meet",1
"12898","color","give",1
"12899","love","hemispher",1
"12900","color","soldier",1
"12901","war","right",1
"12902","southern","offic",1
"12903","northern","color",1
"12904","color","troop",1
"12905","turn","love",1
"12906","armi","spend",1
"12907","right","includ",1
"12908","includ","on",1
"12909","side","southern",1
"12910","good","northern",1
"12911","northern","troop",1
"12912","countri","love",1
"12913","time","armi",1
"12914","spend","south",1
"12915","thing","happen",1
"12916","happen","color",1
"12917","war","includ",1
"12918","side","offic",1
"12919","offic","good",1
"12920","good","color",1
"12921","troop","train",1
"12922","fight","countri",1
"12923","south","thing",1
"12924","happen","soldier",1
"12925","right","on",1
"12926","on","side",1
"12927","southern","good",1
"12928","good","troop",1
"12929","color","train",1
"12930","slave","soldier",1
"12931","love","turn",1
"12932","command","offic",1
"12933","north","offic",1
"12934","color","soldier",1
"12935","color","offic",1
"12936","demand","salut",1
"12937","white","soldier",1
"12938","armi","call",1
"12939","call","get",1
"12940","fellow","man",1
"12941","branch","servic",1
"12942","try","studi",1
"12943","keep","north",1
"12944","condit","color",1
"12945","soldier","mani",1
"12946","recal","post",1
"12947","post","stand",1
"12948","salut","white",1
"12949","armi","get",1
"12950","servic","try",1
"12951","south","keep",1
"12952","keep","offic",1
"12953","offic","short",1
"12954","condit","soldier",1
"12955","color","mani",1
"12956","mani","post",1
"12957","week","color",1
"12958","offic","demand",1
"12959","demand","white",1
"12960","salut","soldier",1
"12961","offic","south",1
"12962","north","short",1
"12963","short","condit",1
"12964","poor","recal",1
"12965","recal","stand",1
"12966","week","offic",1
"12967","color","demand",1
"12968","offic","salut",1
"12969","demand","soldier",1
"12970","soldier","wonder",1
"12971","get","fellow",1
"12972","white","flour",2
"12973","separ","white",1
"12974","color","flour",1
"12975","sign","white",1
"12976","white","boi",1
"12977","boi","flour",1
"12978","post","exchang",1
"12979","exchang","right",1
"12980","uniform","fight",1
"12981","thing","pai",1
"12982","food","armi",1
"12983","white","color",1
"12984","ey","sign",1
"12985","sign","boi",1
"12986","us","differ",1
"12987","post","right",1
"12988","bui","pack",1
"12989","pack","cigarett",1
"12990","mile","get",1
"12991","time","ride",1
"12992","ride","bu",1
"12993","rais","hell",1
"12994","hell","fight",1
"12995","separ","color",1
"12996","flour","see",1
"12997","ey","white",1
"12998","sign","flour",1
"12999","see","us",1
"13000","right","compani",1
"13001","get","white",1
"13002","white","wear",1
"13003","wear","uniform",1
"13004","pai","price",1
"13005","price","time",1
"13006","come","separ",1
"13007","separ","flour",1
"13008","color","see",1
"13009","ey","boi",1
"13010","sure","see",1
"13011","differ","post",1
"13012","exchang","compani",1
"13013","bui","cigarett",1
"13014","wear","fight",1
"13015","fight","thing",1
"13016","thing","price",1
"13017","time","bu",1
"13018","rais","fight",1
"13019","fight","see",1
"13020","northern","soldier",3
"13021","white","offic",2
"13022","color","offic",2
"13023","part","countri",2
"13024","negro","soldier",1
"13025","camp","situat",1
"13026","armi","offici",1
"13027","offici","keep",1
"13028","keep","send",1
"13029","send","northern",1
"13030","bitter","feel",1
"13031","color","northern",1
"13032","white","southern",1
"13033","regular","work",1
"13034","color","northern",1
"13035","southern","white",1
"13036","northern","color",1
"13037","color","soldier",1
"13038","brain","power",1
"13039","mani","white",1
"13040","first","lieuten",1
"13041","color","outfit",1
"13042","place","camp",1
"13043","armi","keep",1
"13044","offici","send",1
"13045","keep","northern",1
"13046","send","soldier",1
"13047","northern","white",1
"13048","obtain","color",1
"13049","color","soldier",1
"13050","us","southern",1
"13051","southern","offic",1
"13052","group","northern",1
"13053","understand","emot",1
"13054","power","brain",1
"13055","offic","treat",1
"13056","treat","color",1
"13057","color","lieuten",1
"13058","mani","offic",1
"13059","grade","come",1
"13060","time","color",1
"13061","know","much",1
"13062","soldier","place",1
"13063","place","situat",1
"13064","situat","part",1
"13065","us","custom",1
"13066","custom","part",1
"13067","armi","send",1
"13068","offici","northern",1
"13069","keep","soldier",1
"13070","color","white",1
"13071","northern","southern",1
"13072","southern","time",1
"13073","time","divert",1
"13074","cooper","obtain",1
"13075","obtain","northern",1
"13076","south","fault",1
"13077","fault","us",1
"13078","us","white",1
"13079","offic","group",1
"13080","group","color",1
"13081","emot","think",1
"13082","power","power",1
"13083","capabl","offic",1
"13084","lieuten","mani",1
"13085","come","outfit",1
"13086","time","offic",1
"13087","much","case",1
"13088","case","color",1
"13089","evid","color",1
"13090","negro","place",1
"13091","camp","part",1
"13092","countri","armi",1
"13093","armi","northern",1
"13094","offici","soldier",1
"13095","feel","color",1
"13096","color","southern",1
"13097","white","time",1
"13098","treat","regular",1
"13099","obtain","soldier",1
"13100","soldier","station",1
"13101","station","north",1
"13102","north","south",1
"13103","us","offic",1
"13104","white","group",1
"13105","group","soldier",1
"13106","think","capabl",1
"13107","offic","color",1
"13108","treat","lieuten",1
"13109","lieuten","white",1
"13110","offic","grade",1
"13111","outfit","time",1
"13112","lieuten","know",1
"13113","case","offic",1
"13114","offic","equal",1
"13115","equal","evid",1
"13116","evid","outfit",1
"13117","outfit","notic",1
"13118","color","troop",1
"13119","fly","color",1
"13120","life","fight",1
"13121","bleed","black",1
"13122","black","blood",1
"13123","damn","thing",1
"13124","creat","equal",1
"13125","white","friend",1
"13126","train","station",1
"13127","nice","cozi",1
"13128","cozi","wait",1
"13129","wait","room",1
"13130","room","u.s.o",1
"13131","fine","place",1
"13132","larg","letter",1
"13133","equal","right",1
"13134","troop","give",1
"13135","give","chanc",1
"13136","chanc","prove",1
"13137","place","dog",1
"13138","fight","thing",1
"13139","benefit","white",1
"13140","bullet","fly",1
"13141","give","damn",1
"13142","white","black",1
"13143","black","yellow",1
"13144","red","blood",1
"13145","bleed","blood",1
"13146","cut","damn",1
"13147","fight","win",1
"13148","win","war",1
"13149","lincoln","sai",1
"13150","man","creat",1
"13151","battl","field",1
"13152","dai","train",1
"13153","nice","wait",1
"13154","cozi","room",1
"13155","wait","u.s.o",1
"13156","yrd","distanc",1
"13157","dog","enter",1
"13158","color","write",1
"13159","write","larg",1
"13160","uniform","fight",1
"13161","fight","die",1
"13162","right","democraci",1
"13163","think","color",1
"13164","color","give",1
"13165","effici","white",1
"13166","white","come",1
"13167","come","fly",1
"13168","treat","place",1
"13169","give","life",1
"13170","life","thing",1
"13171","yellow","hit",1
"13172","hit","die",1
"13173","die","bleed",1
"13174","bleed","red",1
"13175","think","bleed",1
"13176","cut","thing",1
"13177","thing","fight",1
"13178","war","lincoln",1
"13179","man","equal",1
"13180","equal","suppos",1
"13181","stuff","help",1
"13182","help","white",1
"13183","heart","see",1
"13184","see","dai",1
"13185","dai","station",1
"13186","nice","room",1
"13187","cozi","u.s.o",1
"13188","distanc","fineri",1
"13189","fineri","place",1
"13190","enter","color",1
"13191","write","letter",1
"13192","die","equal",1
"13193","equal","democraci",1
"13194","think","troop",1
"13195","troop","chanc",1
"13196","give","prove",1
"13197","come","color",1
"13198","give","fight",1
"13199","thing","benefit",1
"13200","white","instanc",1
"13201","instanc","bullet",1
"13202","fly","give",1
"13203","damn","white",1
"13204","white","yellow",1
"13205","think","black",1
"13206","damn","fight",1
"13207","fight","war",1
"13208","creat","suppos",1
"13209","help","friend",1
"13210","friend","heart",1
"13211","station","nice",1
"13212","nice","u.s.o",1
"13213","place","yrd",1
"13214","color","larg",1
"13215","uniform","die",1
"13216","die","right",1
"13217","negro","soldier",1
"13218","act","civil",1
"13219","good","soldier",1
"13220","treatment","negro",1
"13221","negro","get",1
"13222","high","time",1
"13223","littl","bite",1
"13224","bite","good",1
"13225","first","time",1
"13226","soldier","peopl",1
"13227","stare","laugh",1
"13228","treatment","get",1
"13229","south","due",1
"13230","due","fact",1
"13231","civilian","insist",1
"13232","insist","insult",1
"13233","forget","thing",1
"13234","win","war",1
"13235","conquer","south",1
"13236","littl","good",1
"13237","soldier","remov",1
"13238","remov","south",1
"13239","peopl","act",1
"13240","good","peopl",1
"13241","peopl","stare",1
"13242","hear","treatment",1
"13243","get","south",1
"13244","wake","forget",1
"13245","war","enemi",1
"13246","live","north",1
"13247","north","year",1
"13248","hope","war",1
"13249","negro","remov",1
"13250","peopl","civil",1
"13251","hear","negro",1
"13252","negro","south",1
"13253","south","fact",1
"13254","fact","soldier",1
"13255","die","civilian",1
"13256","civilian","insult",1
"13257","north","littl",1
"13258","south","hope",1
"13259","command","offic",2
"13260","man","rote",1
"13261","make","friend",1
"13262","make","enemi",1
"13263","armi","aint",1
"13264","good","god",1
"13265","god","damn",1
"13266","damn","includ",1
"13267","high","offici",1
"13268","like","command",1
"13269","peopl","run",1
"13270","run","armi",1
"13271","aint","worth",1
"13272","worth","good",1
"13273","good","damn",1
"13274","god","includ",1
"13275","nation","take",1
"13276","whole","like",1
"13277","like","offic",1
"13278","offic","outfit",1
"13279","outfit","think",1
"13280","offic","man",1
"13281","rote","make",1
"13282","friend","make",1
"13283","cam","servic",1
"13284","wish","time",1
"13285","time","wait",1
"13286","call","armi",1
"13287","armi","whole",1
"13288","whole","right",1
"13289","right","peopl",1
"13290","run","aint",1
"13291","armi","worth",1
"13292","worth","god",1
"13293","good","includ",1
"13294","includ","high",1
"13295","offici","peopl",1
"13296","command","outfit",1
"13297","good","command",1
"13298","command","man",1
"13299","offic","rote",1
"13300","man","make",1
"13301","rote","friend",1
"13302","make","make",1
"13303","friend","enemi",1
"13304","enemi","cam",1
"13305","servic","volunt",1
"13306","volunt","wish",1
"13307","wait","call",1
"13308","peopl","armi",1
"13309","aint","good",1
"13310","worth","damn",1
"13311","damn","high",1
"13312","includ","offici",1
"13313","high","peopl",1
"13314","think","good",1
"13315","good","nation",1
"13316","negro","soldier",2
"13317","think","negro",2
"13318","get","angri",1
"13319","southern","armi",1
"13320","armi","corp",1
"13321","good","chanc",1
"13322","negro","white",1
"13323","lot","white",1
"13324","white","think",1
"13325","human","uncivil",1
"13326","uncivil","forc",1
"13327","negro","uniform",1
"13328","uniform","seem",1
"13329","seem","think",1
"13330","infantri","feel",1
"13331","southern","corp",1
"13332","negro","enemi",1
"13333","enemi","place",1
"13334","white","deal",1
"13335","forc","think",1
"13336","think","uncivil",1
"13337","uncivil","get",1
"13338","angri","sight",1
"13339","sight","negro",1
"13340","think","soldier",1
"13341","feel","negro",1
"13342","soldier","good",1
"13343","station","southern",1
"13344","corp","negro",1
"13345","chanc","protect",1
"13346","lot","think",1
"13347","think","human",1
"13348","human","forc",1
"13349","uncivil","angri",1
"13350","get","sight",1
"13351","negro","seem",1
"13352","uniform","think",1
"13353","seem","negro",1
"13354","feel","soldier",1
"13355","negro","good",1
"13356","good","station",1
"13357","station","armi",1
"13358","armi","negro",1
"13359","negro","place",1
"13360","good","protect",1
"13361","white","soldier",2
"13362","certain","place",2
"13363","make","safe",2
"13364","make","feel",2
"13365","give","chanc",2
"13366","soldier","make",2
"13367","arm","forc",1
"13368","chanc","accord",1
"13369","war","dept",1
"13370","allow","certain",1
"13371","certain","soldier",1
"13372","air","corp",1
"13373","tank","unit",1
"13374","fals","concept",1
"13375","high","up",1
"13376","certain","unit",1
"13377","averag","white",1
"13378","success","conclus",1
"13379","fals","theori",1
"13380","negro","soldier",1
"13381","help","smack",1
"13382","help","make",1
"13383","world","safe",1
"13384","see","certain",1
"13385","countri","make",1
"13386","certain","minor",1
"13387","american","soldier",1
"13388","forc","think",1
"13389","armi","protect",1
"13390","soldier","see",1
"13391","inferior","lack",1
"13392","lack","efficc",1
"13393","efficc","perform",1
"13394","perform","task",1
"13395","dept","allow",1
"13396","allow","soldier",1
"13397","up","man",1
"13398","grade","charact",1
"13399","charact","abil",1
"13400","abil","place",1
"13401","hold","restrict",1
"13402","averag","soldier",1
"13403","soldier","enlist",1
"13404","enlist","man",1
"13405","man","prejudic",1
"13406","get","cooper",1
"13407","cooper","order",1
"13408","order","bring",1
"13409","bring","war",1
"13410","theori","white",1
"13411","white","negro",1
"13412","sea","help",1
"13413","smack","axi",1
"13414","axi","help",1
"13415","make","world",1
"13416","safe","democraci",1
"13417","like","see",1
"13418","see","place",1
"13419","countri","safe",1
"13420","safe","certain",1
"13421","unwil","give",1
"13422","give","citizen",1
"13423","citizen","chanc",1
"13424","chanc","work",1
"13425","work","fight",1
"13426","handicap","peopl",1
"13427","will","sacrific",1
"13428","soldier","arm",1
"13429","arm","think",1
"13430","think","soldier",1
"13431","world","armi",1
"13432","give","accord",1
"13433","accord","abil",1
"13434","abil","color",1
"13435","feel","inferior",1
"13436","reluct","part",1
"13437","part","offici",1
"13438","offici","war",1
"13439","war","allow",1
"13440","dept","certain",1
"13441","chanc","air",1
"13442","corp","unit",1
"13443","soldier","proficiend",1
"13444","proficiend","branch",1
"13445","concept","part",1
"13446","part","high",1
"13447","high","man",1
"13448","man","grade",1
"13449","restrict","certain",1
"13450","white","enlist",1
"13451","war","success",1
"13452","conclus","fals",1
"13453","fals","white",1
"13454","soldier","get",1
"13455","gather","fals",1
"13456","fals","certain",1
"13457","place","proov",1
"13458","mind","sea",1
"13459","sea","smack",1
"13460","help","axi",1
"13461","axi","make",1
"13462","help","world",1
"13463","world","democraci",1
"13464","like","certain",1
"13465","place","countri",1
"13466","make","certain",1
"13467","safe","minor",1
"13468","minor","white",1
"13469","south","unwil",1
"13470","fight","desir",1
"13471","patriot","will",1
"13472","sacrific","els",1
"13473","bad","moral",1
"13474","soldier","forc",1
"13475","protect","soldier",1
"13476","chanc","abil",1
"13477","color","soldier",1
"13478","soldier","feel",1
"13479","inferior","efficc",1
"13480","lack","perform",1
"13481","efficc","task",1
"13482","offici","dept",1
"13483","war","certain",1
"13484","dept","soldier",1
"13485","get","chanc",1
"13486","chanc","corp",1
"13487","air","unit",1
"13488","fals","part",1
"13489","part","up",1
"13490","grade","abil",1
"13491","charact","place",1
"13492","restrict","unit",1
"13493","averag","enlist",1
"13494","soldier","man",1
"13495","enlist","prejudic",1
"13496","prejudic","know",1
"13497","know","get",1
"13498","get","order",1
"13499","cooper","bring",1
"13500","order","war",1
"13501","war","conclus",1
"13502","success","fals",1
"13503","conclus","theori",1
"13504","theori","negro",1
"13505","negro","get",1
"13506","get","gather",1
"13507","fals","place",1
"13508","certain","proov",1
"13509","smack","help",1
"13510","help","safe",1
"13511","like","place",1
"13512","certain","countri",1
"13513","place","make",1
"13514","countri","certain",1
"13515","make","minor",1
"13516","certain","white",1
"13517","white","south",1
"13518","unwil","citizen",1
"13519","citizen","work",1
"13520","chanc","fight",1
"13521","peopl","patriot",1
"13522","moral","american",1
"13523","give","brake",2
"13524","white","soldier",1
"13525","keep","sai",1
"13526","lord","put",1
"13527","put","white",1
"13528","good","earth",1
"13529","last","war",1
"13530","war","rememb",1
"13531","forget","race",1
"13532","war","start",1
"13533","washington","jump",1
"13534","sai","let",1
"13535","washington","get",1
"13536","give","negro",1
"13537","negro","brake",1
"13538","brake","show",1
"13539","help","countri",1
"13540","negro","give",1
"13541","lord","white",1
"13542","white","color",1
"13543","color","yellow",1
"13544","rememb","negro",1
"13545","last","rememb",1
"13546","war","draft",1
"13547","draft","negro",1
"13548","good","let",1
"13549","call","negro",1
"13550","negro","american",1
"13551","american","year",1
"13552","man","washington",1
"13553","hous","try",1
"13554","try","pass",1
"13555","pass","bill",1
"13556","bill","send",1
"13557","countri","war",1
"13558","brake","keep",1
"13559","land","free",1
"13560","free","mean",1
"13561","white","forget",1
"13562","forget","lord",1
"13563","put","color",1
"13564","matter","color",1
"13565","color","think",1
"13566","think","rememb",1
"13567","negro","north",1
"13568","rememb","war",1
"13569","start","washington",1
"13570","jump","sai",1
"13571","let","good",1
"13572","let","war",1
"13573","man","get",1
"13574","send","negro",1
"13575","negro","put",1
"13576","negro","show",1
"13577","brake","sai",1
"13578","sai","land",1
"13579","mean","white",1
"13580","forget","put",1
"13581","lord","color",1
"13582","white","yellow",1
"13583","yellow","good",1
"13584","kick","war",1
"13585","war","war",1
"13586","war","negro",1
"13587","negro","forget",1
"13588","race","war",1
"13589","war","washington",1
"13590","start","jump",1
"13591","washington","sai",1
"13592","jump","let",1
"13593","sai","good",1
"13594","war","call",1
"13595","call","american",1
"13596","negro","year",1
"13597","year","man",1
"13598","get","hous",1
"13599","hous","pass",1
"13600","try","bill",1
"13601","pass","send",1
"13602","american","white",1
"13603","white","popul",1
"13604","popul","acknowledg",1
"13605","vast","wheel",1
"13606","wai","none",1
"13607","american","popul",1
"13608","white","acknowledg",1
"13609","wheel","machineri",1
"13610","machineri","good",1
"13611","countri","get",1
"13612","mention","german",1
"13613","shoot","sabatorg",1
"13614","american","acknowledg",1
"13615","part","vast",1
"13616","vast","machineri",1
"13617","good","countri",1
"13618","sai","fight",1
"13619","fight","thing",1
"13620","time","place",1
"13621","treat","enemi",1
"13622","german","wai",1
"13623","none","race",1
"13624","part","wheel",1
"13625","wheel","good",1
"13626","thing","time",1
"13627","enemi","japanes",1
"13628","japanes","countri",1
"13629","german","none",1
"13630","wai","race",1
"13631","negro","soldier",3
"13632","move","deep",2
"13633","southern","white",2
"13634","war","effort",2
"13635","irrit","part",1
"13636","armi","train",1
"13637","leav","induct",1
"13638","induct","center",1
"13639","grow","bad",1
"13640","white","man",1
"13641","man","work",1
"13642","much","enmiti",1
"13643","patriot","speech",1
"13644","supposedli","war",1
"13645","take","time",1
"13646","heap","insult",1
"13647","white","peopl",1
"13648","vaunt","white",1
"13649","white","supremaci",1
"13650","stupid","treatment",1
"13651","fellow","american",1
"13652","know","breed",1
"13653","long","run",1
"13654","lead","factor",1
"13655","armi","divid",1
"13656","hitler","know",1
"13657","averag","opinion",1
"13658","great","valu",1
"13659","friendli","environ",1
"13660","entir","mind",1
"13661","necessari","train",1
"13662","advers","condit",1
"13663","leav","center",1
"13664","deep","deep",1
"13665","south","condit",1
"13666","imposs","understand",1
"13667","southern","man",1
"13668","white","work",1
"13669","enmiti","hate",1
"13670","speech","supposedli",1
"13671","supposedli","effort",1
"13672","effort","take",1
"13673","insult","abus",1
"13674","mind","southern",1
"13675","southern","peopl",1
"13676","peopl","fear",1
"13677","vaunt","supremaci",1
"13678","american","stupid",1
"13679","breed","fear",1
"13680","fall","hitler",1
