"","id","subject_id","image_name","document_type","q85"
"111",110,"15904297","2521127-37-0265.jpg","A document that contains Q.85","In California, things were tough enough until the National Defense Program started which started thousands and thousands of people migrating to Calif. to work in the shipyards, they found a ""gold mine"" in Calif so to speak and many of them plan to study there which will make it very hard for a Negro to get a job after the war. If I am forced to seek employment with a company or firm, I will probably be turned down and a white man hired instead. Even though I may be more capable.  "
"112",111,"15904312","2521127-37-0266.jpg","A document that contains Q.85","I am afraid that the race problem will be worse after the war. In the south things will have to change or there will be riots & fight between the two races. "
"113",112,"15904323","2521127-37-0267.jpg","A document that contains Q.85","If there aren't any provisions made I wish there would be some regarding the use of Army Pilots after the war. "
"114",113,"15904334","2521127-37-0268.jpg","A document that contains Q.85","My one desire is to be able to return home and live and be respected as all other Americans regardless of race color or creed... "
"115",114,"15904349","2521127-37-0269.jpg","A document that contains Q.85","If everyone so desiring could be given employment, things should turn out to be much better than after the last war. "
"116",115,"15904358","2521127-37-0270.jpg","A document that contains Q.85","I would like very much to remain in the Army as an Army pilot.  "
"117",116,"15904367","2521127-37-0271.jpg","A document that contains Q.85","I am thinking it would be a very good movement if the army would pay the tuition of those who want to go back to school. "
"118",117,"15904379","2521127-37-0272.jpg","A document that contains Q.85","I think the G.I. Bill is a just and worthy bill which will benefit all soldiers as well as civilians. This will give young college men the opportunity to carry on and for the country to stay on its feet.  "
"119",118,"15904402","2521127-37-0273.jpg","A document that contains Q.85","Before I was inducted into the army, my plans were to finish my course in commercial art. Being in the army has made me realize that the man without some profession or specialty has not future. I plan to take up where I left off and try to make a lifelong hobby of mine pay. I have saved some money and bought enough bonds to keep my wife and me living on a small salary until my goal is reached.  "
"120",119,"15904412","2521127-37-0274.jpg","A document that contains Q.85","Belief that the army should maintain enough professional soldiers to insure against another ""civilian army."" It should have at all times, a strong nucleus to insure smooth mobilization at any time in little time. "
"121",120,"15904424","2521127-37-0275.jpg","A document that contains Q.85","I think the Government should be more considerate toward Negros and realize and appreciate what they are doing toward the war effort and not think of them as a setback to the country but as a help. Give us an equal chance for survival "
"122",121,"15904437","2521127-37-0276.jpg","A document that contains Q.85","The answer to no. 8 this will depend solely on how many Rebels can live by the true principles of democracy and christianity.  "
"123",122,"15904453","2521127-37-0277.jpg","A document that contains Q.85"," What I have to said is not very important, but our winning the war is very important. "
"124",123,"15904466","2521127-37-0278.jpg","A document that contains Q.85","I feel that after the war the FLPC should carry on and other organizations like it should be formed to insure every citizen of the United States the same security and equal chance. If a man is intelligent enough and can do the job good enough he should be the man for it regardless of race, color or creed. He should receive the same pay as others doing that kind of work in the same statues. A pay basis should be set up and all working under the same heading should receive the same pay (not including seniority or  premiums.)  No one should receive under normal living conditions as salary. There should be a minimum set. "
"125",124,"15904478","2521127-37-0279.jpg","A document that contains Q.85","Don't you think it would be a grand gesture and the beginning of great progress if the people (of the United States) as a whole would have their eyes opened, their ignorance removed and their souls cleansed thus enabling them to recognize the sacrifices and losses of these returning men of all races and creeds and opening the heart of the country to them, repay them in full by merely practicing the democracy and equality which is so loudly preached? I know - wishful thinking but maybe someday.... someday...... "
"126",125,"15904489","2521127-37-0280.jpg","A document that contains Q.85","I am a Brickman - Mail Carrier, & possibly a future farmer after the war whichever occupation that offers the most in advancement will be the one I shall pick. With a Gov. loan of several thousand dollars I could turn myself into a [an] independent respectable citizen with a determination to invest & spend this capital wisely. You can never tell how the building trades will be after the war Surely if there is a depression, Bricklayers will be on the bum  so I will more than likely turn to Civil Service or farming. My name is already on the eligible list to carry mail in Ark. Possibly I could get it transferred to North Carolina, there I could watch my land and also work as a Govermental [Governmental] employee. However should I graduate as a flying officer in the U.S. Army I would rather continue in the service of Uncle Sam in preference to all of the above named occupation I have had expiernce [experience] in. That is if Uncle Sam doesnt [doesn't] release them. "
"127",126,"15904508","2521127-37-0281.jpg","A document that contains Q.85","It looks as if the post war world will offer the veterans a well coordinated program for their return to the normal routine of American life with the least amount of indecision and planning. The plan, in its present form, promises to give the veteran something to start life anew.  The government's plan to send qualified men to college will aid many veterans to accomplish their pre-war goals.  I personally feel that someone cares about the future of the returned veterans.  "
"128",127,"15904521","2521127-37-0282.jpg","A document that contains Q.85","Conditions in the U.S. among the race, groups, and classes of people must change if we want to live in peace and harmony after the war. "
"129",128,"15904535","2521127-37-0283.jpg","A document that contains Q.85","Yes, I do. I do hope that the Government takes a straightforward step in the G.I. Bill of Rights, be-cause it is a  very  fine thing for us to look forward to. "
"130",129,"15904547","2521127-37-0284.jpg","A document that contains Q.85","In the army you don't ask for anything along the line of this booklet because you are definitely not free. You take a lot & will receive is another thing but after the war there will be a lot more effort on someone's part not to overrun people. Conditions should improve provided some sort of basis of fairness is set up. "
"131",130,"15904559","2521127-37-0285.jpg","A document that contains Q.85","Strongly endorse plans of drafting men around eighteen for mili-tary service after the war. It educates the man in ways which would be impossible in any civil-ian plans such as  drafting  assurance, etc.  "
"132",131,"15904572","2521127-37-0286.jpg","A document that contains Q.85","I think the government should provide free education for all ex-service men who want it as some men were 25 or more in undergraduate school and gave up as much or more than the younger men to come into the Army.  The Army should be demobilized  ; 6 months or all men who were drafted for that time. I  I will be angry if am not offered a discharge in that length of time even though I may want to remain in the army.  All available government jobs shoud be offered to ex-servicemen. If preference should be given as to discharging men, married men with children, then married men without children then single men should be discharged in that order. "
"133",132,"15906200","2521127-37-0405.jpg","A document that contains Q.85","I only hope that the war has helped the race situation between whites and negros. ----------- in the post war days. "
"134",133,"15906213","2521127-37-0406.jpg","A document that contains Q.85","The United States will have quite a job on its hands keeping her possession under control that she will eventually take back from the enemy and she will have a large job here at home, at present we have an inflation or what you might call a period of Boom. After the war this will pass then she will have a large war debt, pay money back to treasury, also have millions of men looking for employment. In spite of all this I still feel that this post war program will be a success. "
"135",134,"15906226","2521127-37-0407.jpg","A document that contains Q.85","The negro soldier has no equal right to his suppose to be a   "
"136",135,"15906241","2521127-37-0408.jpg","A document that contains Q.85","I hope things will be better. I hope we don't have further depression. I hope that conditions will be better for everybody. "
"137",136,"15906258","2521127-37-0409.jpg","A document that contains Q.85","We haven't got as much rights as a [underline] white [/underline] soldier. Stop discrimination. We're suppose to be in this war to preserve democracy, yet our democracy is not standing up to what it is suppose to be - To really win the war we much first liberate our people within our shores. "
"138",137,"15906266","2521127-37-0410.jpg","A document that contains Q.85","Early victory would mean much to this country as a progressive nation "
"139",138,"15906284","2521127-37-0411.jpg","A document that contains Q.85","I hope it ends soon so all can go home. and It will not be a depression after it is over so everybody can make a living "
"140",139,"15906296","2521127-37-0412.jpg","A document that contains Q.85","Well I don't think the Army is not so bad after you look into it. Some time I think I stay in then my mind chances. Some time had I take on thousands of thoughts and times it really some to think about. I still thinking about it may be I know farther on in the future. "
"141",140,"15906641","2521127-37-0435.jpg","A document that contains Q.85","Being a Negro, I could write a book concerning the above question. But, to put it briefly, I would like to see such bans as discriminating us from certain branches of the service lifted. I would like to see qualified Negro soldiers given the opportunity to serve their country other than as labourers and mess men. And, above all, I hope to see the conditions in the United States those of a Democracy in fact, rather than a ""Democracy"" on the lips of Congressmen and the like. After all, we Negroes left our homes, mothers, wives + children and sweethearts to answer the call of our country. We have even shed our blood - in France and on Guam "
"142",141,"15906653","2521127-37-0436.jpg","A document that contains Q.85","That prejudice be lifted and that the United States would really practice what they preach. This country is always so ready to bring out the other countries bad treat-ment of the minority, yet here in our country, the minority groups are still looked upon and are segregated a great deal.  The very United States Army has it's bit of segregation.  Knowing that every thing and everybody has mistakes might be a good chance for this country. But persons and countries  have  after gain by their mistakes, whereas this country just let things go on the same way.  "
"143",142,"15906665","2521127-37-0437.jpg","A document that contains Q.85","Since being ing here in the Army I have seen a lot of things that are very discouraging to Negros. I know of a certain soldier that passed his exam for OCS and his WOJG exam but never did get a go. Since there has been a world there has also been discrimination and parshabity [ partiality] shown towards the negros. Why is this? Most people think the negro is a problem but he isn't. No negro is a problem to his race but he can be a problem to himself. Not only the negro but the whole race of people. I have also seen that there are white boys in the office doing the same work with S/sgt stripes and yet every coloured person is a cpl or Pte. Why is this? But in my estimation I think conditions will be much better after this great tormoil [ turmoil]  "
"144",143,"15906677","2521127-37-0438.jpg","A document that contains Q.85","I do hope the USA will do its justice to have men that are doing it justice to her now. "
"145",144,"15906691","2521127-37-0439.jpg","A document that contains Q.85","I think negroes should have abetter chance to live like people. An abetter chance to get a job because they are playing a great part in this war 2 to prove that this is part of their country. And they like to have a much better country to come back to than they had before they left. "
"146",145,"15906709","2521127-37-0440.jpg","A document that contains Q.85","I have often thought of why northern troops get such a rough going in south lands traveling facilities aren't adequate to accomodate troops in the South. Segregation is a marked factor. Treatment is not up to par. Being bared from theatres, PXs. Busses etc. Racial problems are  prominent  in a marked degree and nothing is done to wipe it out. There is no superior so far as human is concerned, being created by an almighty God so made up of one blood. Why segregate? As a citizen, as a soldier I feel eligible for equality and the best of treatment with the freedom any one else enjoys. "
"147",146,"15906717","2521127-37-0441.jpg","A document that contains Q.85","I think the Negro soldier should have an equal chance for jobs after the war because he is giving his blood like any other soldier in the army. "
"148",147,"15906725","2521127-37-0442.jpg","A document that contains Q.85","The army is supposed to be made up of the men of the U.S. These men are to get the same rights under the constitution of the U.S. but being here in the South for the last twelve months has changed my view point about the equality of all race in the army. The negro is counted less here in the South than our enemy. I have often wondered about such. We are fighting for the same thing. Why not be treated like we are one of the arm [armed] forces instead of being kicked about like dogs & cats. [?] I will not say any more, because when I think of the subject it makes my blood  run hot.  The main question in my mind is Will the negro have a chance or will it be like the last war [?] If so there is no need of the negro being in the army. We can die for the country, but the ones that are left will have to suffer as they have always. Now I ask is this a [an] army of race [insertion] & color [/insertion] or the army of U.S.A. [?]  "
"149",148,"15906746","2521127-37-0443.jpg","A document that contains Q.85","I feel that after the war the negro race as a whole should have a much better and more equal chance at all jobs than before because we all had or have ???'  life to give for the country in which we live & for the country for which we fight no matter what the color race or location in this country we may be. "
"150",149,"15906761","2521127-37-0444.jpg","A document that contains Q.85","All race discrimination should be washed away from the military service by law. Is a man expected to go overseas and fight in high spirit after being kicked around at home? "
"151",150,"15906778","2521127-37-0445.jpg","A document that contains Q.85","The army should discard all race discrimination in these southern army camps and put segregations on equal and I think that would help bring up the morale. "
"152",151,"15906793","2521127-37-0446.jpg","A document that contains Q.85","I wonder if we will have the chances that we are due or will we have to go on taking what is left just because we are of the Black race [?]  From the way Uncle Sam or should I say Step Uncle, treets [treats] us my future looks dark but I guess ill [I'll] always have hope. "
"153",152,"15906806","2521127-37-0447.jpg","A document that contains Q.85","The Negro citizen entertains graver doubts than ever before about eventual reward for contributions to American development. In general the treatment accorded Negro men and women in the services has been far short of what one would expect in a great ""democracy"". This treatment is resented by him and causes him much concern. He asks himself who are my real enemies and needs to turn only to the majority of white America for the answer. The Negro civilian is still fight for a chance to employ his talents usefully in business, industry, agriculture unmolested by the barriers of race discrimination and prejudice, segregation and animosity. Negro America know that it will have to fight a fight for equality of opportunity here in his native land. The acceptance by the armed forces of the Southern pattern of discrimination & segregation was one of the greatest blows democracy here or anywhere has received. When the social policies of one bigoted section of the country can be imposed on the remainder, race minorities can justifiably entertain doubts about peaceful solution of their problems.  "
"154",153,"15906816","2521127-37-0448.jpg","A document that contains Q.85","All people should have equal right no matter what color they are. "
"155",154,"15906837","2521127-37-0449.jpg","A document that contains Q.85","What I have to say is that no [strikethrough] Negro family should be sent to a southern Army camp or Jim Crow camp. An the one I am at now  it in Camp Gordon Ga [Georgia] a Negro has no privileges at all regardless to what it is he is hidden from the rest of the world.  "
"156",155,"15906848","2521127-37-0450.jpg","A document that contains Q.85","Going to return to the North as soon as possible. First time in the South & the last. Treatment was very bad. Freedom & democracy lacking. Made Army life dull & worthless. It is hoped that citizens of this section realize the sacrifices of time wasted to make democracy live. Practice what is preached. Find the many of the Officers now in Ogm to be from the South with superior attitudes. Don't mind insulting a soldier. Calling ??men boys 7 Oscd. They think colored soldiers as all dumb, lacking stable minds. Been at my works 3 years & here is a new officer formerly in Plat trying to tell me my job. "
"157",156,"15906860","2521127-37-0451.jpg","A document that contains Q.85","No comments. I don't feel qualified to make any helpful observations and my morale is in a state where I possibly couldn't make any too constructive comments. [Paragraph] However there's a lot to be done of which the army, the public, and the U.S. Govt are well aware of. Talking doesn't seem to work and the Army & Gov't seem reluctant to take any other actions. "
"158",157,"15906873","2521127-37-0452.jpg","A document that contains Q.85","On what condition am I going to get a job three months after I get out of here. In what condition am I going to get out of here.   "
"159",158,"15906887","2521127-37-0453.jpg","A document that contains Q.85","I'm hoping that the colored man's opportunity will be much better after war because [insertion] we [/insertion] has played such decisive roll in it, and that we all will be given equal rights that we so gallantly fought for, although some of us has been station [stationed] in Southern camps and hasn't been given treated fairly, we feel that after war, we can forget the treatment we have received in Southern caps if we are given equal rights. "
"160",159,"15906900","2521127-37-0454.jpg","A document that contains Q.85","I they [insertion] government [/insertion] could train the soldiers in their own native home instead of sending them somewhere else, it would be better.   "
"161",160,"15906910","2521127-37-0455.jpg","A document that contains Q.85","As hard times as the soldier has had in this army he should get better breaks when he gets out. "
"162",161,"15906926","2521127-37-0456.jpg","A document that contains Q.85","It seems as though after the war the soldier will get a break and nothing could have happened better. "
"163",162,"15906941","2521127-37-0457.jpg","A document that contains Q.85","The army in choosing officers should study the man more closely and classify them better.  Segregation breaks co-ordination of troops and should not be so in the armed forces, but rather everyone just as Lincoln stated. "
"164",163,"15906951","2521127-37-0458.jpg","A document that contains Q.85","Well I don't have anything to say on it much but I believe things will be better in general.  "
"165",164,"15906965","2521127-37-0459.jpg","A document that contains Q.85","I want the United States Government, to give all of their citizens a square deal!! "
"166",165,"15906977","2521127-37-0460.jpg","A document that contains Q.85","I have a few things I would like to say. We colored soldiers all over the United States are fighting to get freedom overseas and here. Such as the 99th B Sq 93 Div and other colored branches fighting overseas. We are doing our part to get the war to a close. It's rough but it will be done. We know colored officer in the army of the United States are nice. I have been treated as if I'm the one sucker that can't see a break. All I want is to do my part and go home. I'm young is true. I have a future ahead. I will try to make my future pleasant as possible. That's all I have to say. I thank you. "
"167",166,"15906986","2521127-37-0461.jpg","A document that contains Q.85","I hope after the war that the color will get a better consideration then they have had and will and be as any other person. "
"168",167,"15906999","2521127-37-0462.jpg","A document that contains Q.85","I am hoping the United States will make some provisions concerning the discrimination that is continuing to exist during the present war. "
"169",168,"15907014","2521127-37-0463.jpg","A document that contains Q.85","I would like to see after the war a broader understanding between racial groups. In  previous  days this a factor that seemed unimportant to many.  So being that this war is being fought for a world-wide democracy, let's begin here at home.  There is so much to be done here, that the war is useless if we don't erase our own blemishes.  For years there's been an attempt among the minority for better racial relations. While the world is on this subject, let us be first in establishing a  democracy.  Side by side in battle, side by side in peace.  United we stand, divided we fall. "
"170",169,"15907028","2521127-37-0464.jpg","A document that contains Q.85","I think that the government should Finance all discharged soldiers money enough to do what they plan, also money enough to get them reajusted [readjusted] in civilian life. "
"171",170,"15907044","2521127-37-0465.jpg","A document that contains Q.85","How are all the soldiers going to get jobs bow that women have taken over and will  probably  keep them. "
"172",171,"15907054","2521127-37-0466.jpg","A document that contains Q.85","Yes I think the army should make some plans for service mens building and buying home while they are in service and the pay come out of his money before he get it and if he  is killed his family should have the right to take it up "
"173",172,"15907063","2521127-37-0467.jpg","A document that contains Q.85","Will the colard [colored] have any more rights when this war is over and they had when the past war was over. Since the Japanese has ben so  to us  and we all know it was   and   Will linching [lynching] of colard [colored] people still go on in the USA "
"174",173,"15907072","2521127-37-0468.jpg","A document that contains Q.85","Well I think it would be a fine thing for some thing plan for soldiers so they can fasson to help start their second new life again. Lots of us would like to  some thing if nothing but a wife. So this give us more fighting spirit for the that and planning for. Well good by mucho lucky hope return soon. "
"175",174,"15907085","2521127-37-0469.jpg","A document that contains Q.85","There is going to be another war between white and Black people, ""I do believe,"" "
"176",175,"15907097","2521127-37-0470.jpg","A document that contains Q.85","If I could get out of the Army soon I might could finish my plan if i were not too old that change would be done done changed in my life. "
"177",176,"15907110","2521127-37-0471.jpg","A document that contains Q.85","I truthfully and sincerely hope that living conditions for the negro will pick up because he is, has, and will continue to sacrifice his life and security of his family just as the white man has done. The negro warrants his freedom and consideration and I think it only fair to treat him accordingly. "
"178",177,"15907119","2521127-37-0472.jpg","A document that contains Q.85","I'd like to get out of here, just as soon as I possibly could. Ad I don't want any favors, just a discharge, that's all. "
"179",178,"15907135","2521127-37-0473.jpg","A document that contains Q.85","I think the GI Bill is a good thing. And it will help me out a lot in my plans. "
"180",179,"15907147","2521127-37-0474.jpg","A document that contains Q.85","I think at first conditions will be fair but may change. "
"181",180,"15907159","2521127-37-0475.jpg","A document that contains Q.85","I do think colored soldiers should be given more chances at more  variety  of jobs than before. For certain States cannot allow them to join the Unions therefore lots of children do not  up certain jobs for there    to them in earning  likely  . So in case of a war emergency help is very hard to get because it is only one Race to get them from. "
"182",181,"15907171","2521127-37-0476.jpg","A document that contains Q.85","Too much Jim Crow and too little recreation for colored soldiers in the South Much of which seems to be very unecessary [unnecessary] and harmful to Soldiers Morale "
"183",182,"15907181","2521127-37-0477.jpg","A document that contains Q.85","Why does the Gov't stand Negro soldiers being killed by civilian in the South who don't have the authority when officials they dont make no attempt to stop of correct it. Why wasnt something done bout the white paratrooper who forced his way in into the WAC quarters and attempt to rape, in Tenn, and Negro soldiers are constantly being hanged and lynched for the same offense. The first time Negro speaks to white woman in QA he's subject to severe beatings or punishment.   "
"184",183,"15907196","2521127-37-0478.jpg","A document that contains Q.85","I don't think I have nothing on that subject. "
"185",184,"15907212","2521127-37-0479.jpg","A document that contains Q.85","After the war I'm through with the army. "
"186",185,"15907226","2521127-37-0480.jpg","A document that contains Q.85","In some camps was not treated so good.   "
"187",186,"15907240","2521127-37-0481.jpg","A document that contains Q.85","I think the Gov't should take care of those soldiers who won't be able to take care of themself after the war. "
"188",187,"15907251","2521127-37-0482.jpg","A document that contains Q.85","I think conditions will be better after the war.  "
"189",188,"15907264","2521127-37-0483.jpg","A document that contains Q.85","My outfit was redesignated because of inefficiency. Why say I am a combat ?? soldier when I'm not as a Field Artillery. "
"190",189,"15907277","2521127-37-0484.jpg","A document that contains Q.85","Well i dont have much to say but for the last 2 years i been in the army i found out it is one thing to do and that is the right thag [thing] and you still get along alright this is all i got to say   "
"191",190,"15907290","2521127-37-0485.jpg","A document that contains Q.85","This should be better  after this war if the Gov. helps me out with my planning which I am looking forward to in great hopes.  I want a transfer because in the  I'm not satisfied. My moral [morale] is very low. Can't get along with 1st Sgt. or my Platoon Commander.  My wife needs medical attention and I have no ways or means of giving it to her, would like some cooperation on that. "
"192",191,"15907302","2521127-37-0486.jpg","A document that contains Q.85","See that men be respected as man in every country or town or city, and not like dogs. As a  the people here caught hell. If this hell come to an end when this war is won, frankly this world is getting wiser someone will get hurt if such continues. "
"193",192,"15907316","2521127-37-0487.jpg","A document that contains Q.85","Equal rights ride any peace or train are bus "
"194",193,"15907327","2521127-37-0488.jpg","A document that contains Q.85","I think the conditions in the U.S. Army for negro troops are very unsatisfactory especially in this state of Ga. Your rights as a citizen are taken away from you. The  civilian police (White) take over. THey have more say than the M.P. They also lock up the colored  girls walkong streets with soldiers & make them sumit themselves to there sexual greed (White Policemen) all of this & the gov. doesnt try to do any thing about it & we are all suppose to be equal. If the gov cant protect our women who can? These Ga. packs make sure their women are protected. They hang & lynch innocent negro men because their white women throw themselves on the colored men & as soon as they get caught they cry rape. I am a negro soldier giving up my time & probably my life for this country. All I ask is fair play & equality & give me what I deserve (only) I don't want any ""white women"" "
"195",194,"15907335","2521127-37-0489.jpg","A document that contains Q.85","I think the war has been of value to most people in one way or the best since it was most people want about such and quite so to the South. The American white in the South count the colored man of little value, leaves him without any opportunity regular has of federal ??? If education system in the south are poor very poor for colored, the color bar of America cost the Government more money than the war itself. In this I mean two of if why and one should serve the purpose as well. "
"196",195,"15907347","2521127-37-0490.jpg","A document that contains Q.85","When I was young (after World War I) my heart was hurt on account of the way Colored veterans were treated. To be segregated and treated inferior by a country that one has resolved to defend makes me feel justified in saying that I hope the soldiers of this war will get a better break after its over. I am proud to be an American, and I hope what we're fighting for will be spreaded equally throughout these United States of America. "
"197",196,"15907363","2521127-37-0491.jpg","A document that contains Q.85","As a negro soldier of the armed forces I'll say I don't care much for the service, and especially in the state I'm located in at the present. This camp is know [no] place for any colored soldier.  my place I'm definitely out when  I   was  changed from F.A. [Field Artillery] to  , from colonel to white officers, in my present ongoing  a man can't get the proper medical treatment if he's a non-commission officer and goes on sick call as much as 3 times a week his  reduced  negro  to his  ailments  . To be frank we are no more than dogs and I'm not happy over the service at all. We have to use  of transportation  to the other  so we have nothing to be happy or  for. What can be done about it? "
"198",197,"15907372","2521127-37-0492.jpg","A document that contains Q.85","The Army is alright but there is to much race discrimination, The colored soldier don't get the privilege the white soldier have. So far as Special School training is concerning in some camp especially down here in the south a soldier should be able to go to town and stay up all night if he wishes not have curfew hours. The recreation center are segregated for the white & colored not that I want to become friend or anything with the white man . But we all in here doing our bit toward winning the war and we should be treated the same. I might be writing part that my opinion and until then the army is   "
"199",198,"15907388","2521127-37-0493.jpg","A document that contains Q.85","The army as a whole has too much race segregation. I believe the troops should be combined together, white and colored. We are all on this earth together and I can't see why we have to be separated from each other and expect to have full cooperation. Colored troops in certain posts of this country are treated terrible, and they are sharing their blood just as well as the white man in this war according to percentage. In order to have full cooperation and a better army we must discontinue all discrimination and segregation in all parts of our armed forces. After the war discrimination of races will cause a lot if terrible trouble. Something will have to be done to stop trouble between races when all our heroes both white and colored return home. "
"200",199,"15907400","2521127-37-0494.jpg","A document that contains Q.85","Well, I am wondering just what will become of the Negro Race after this war. I am wondering if it will (the US) be a better place for them to live in. It can hardly be any worse. It's true that some improvements have been made, but there is more, & still more to do. I am hoping that the Negro soldier will get to see some of the good things he helped to prepare after this conflict. I'd like to see those of us who preach ""Democracy"" practice what they preach. Until this does happen there will be no peace in these United States. Nor will there be contentment among the good people of this land. "
"201",200,"15907428","2521127-37-0495.jpg","A document that contains Q.85","I think that more colored soldiers should be given a choice of service and if they can qualify they should be sent to the Army Service school and not held back as I have been. I think all soldiers should be treated alike in  army no matter where he is serving. "
"202",201,"15907444","2521127-37-0496.jpg","A document that contains Q.85","I think every man should be given a chance after he get out of the army. "
"203",202,"15907460","2521127-37-0497.jpg","A document that contains Q.85","I think while the higher command is planning the post war world they had better consider the Negro Soldier in it. There will be more blood spilled on this side than on the other if not we talk about Democracy and what the Nazi & fascest [fascist] or [are] doing when we should rebuild our own  forces  and clean up our own back yard All of the Hitlers & Togo's over her [here] should received the same fate which is planned of those over seas "
"204",203,"15907473","2521127-37-0498.jpg","A document that contains Q.85","I just want to know whether or not the Negro will be pushed around and treated like an outsider - Wheather [whether] he will be granted the priviledges [privileges] that all citizens are entitled to such as, Voting in Southern States, Applying and getting a job any place - get protection from mobs, in General I want to know will the American Negro be treated like a human being after the war. [?]  "
"205",204,"15907484","2521127-37-0499.jpg","A document that contains Q.85","I think that every man should be given enough  [money?] to get a good rotation after the war is over and telling the truth  war attack every man should be treated even a man on equal   "
"206",205,"15907503","2521127-37-0500.jpg","A document that contains Q.85","I have been retarded in many ways while being in the army. There has been nothing done to help me even though I have been approved twice for Army training schools. My hopes  is that after the war is over I will get a chance to live and work at a fair salary. "
"207",206,"15907515","2521127-37-0501.jpg","A document that contains Q.85","Ive Been in service since 41 - And In us a Branch of service I dont care for I was change from  to Engr. [Engineer]  for a Reason I don't know, Ive just finish Basic training for the 4th [forth] time which is very boring Plus being in the South which is a headache for negro soldiers, Im afraid to call my self a soldier here to Be frank I think Im a lost to the Government in a Branch of service I don't give a care about. "
"208",207,"15907528","2521127-37-0502.jpg","A document that contains Q.85","I think things  ought to be good. Everybody ought to have a fair chance.  "
"209",208,"15907535","2521127-37-0503.jpg","A document that contains Q.85","I wish that I could get out of the Engineers and get transferred out of this camp.  "
"210",209,"15907550","2521127-37-0504.jpg","A document that contains Q.85","Believe or rather hope conditions in the U.S. will be better after the war then before the war. I think justice should be better for us after the war because of our part in this war. We should have equal opportunities in jobs. The army should pay more than it does, because they get a lot of work out of us. Statement of charges should be eliminated at least for articles ? under ten dollars. The war just hope it will soon be over. "
"211",210,"15907559","2521127-37-0505.jpg","A document that contains Q.85","I would like to get a good job. "
"212",211,"15907572","2521127-37-0506.jpg","A document that contains Q.85","As being the Negro  roal  we do not have   .  as we should "
"213",212,"15907586","2521127-37-0507.jpg","A document that contains Q.85","I think conditions will be better after the war. "
"214",213,"15907596","2521127-37-0508.jpg","A document that contains Q.85","I just want to get home soon.  "
"215",214,"15907620","2521127-37-0509.jpg","A document that contains Q.85","Nothing much but I would like to go back to school. "
"216",215,"15907634","2521127-37-0510.jpg","A document that contains Q.85","These southern whites had better wake up and give the negro the echonomic [economic] freedom he so rightfully deserves. "
"217",216,"15907651","2521127-37-0511.jpg","A document that contains Q.85","Well I Just Cant say everything yet until the Color side Condition better. "
"218",217,"15907663","2521127-37-0512.jpg","A document that contains Q.85","I think inter-racial conditions in this country are deplorable and that they will for the most part be the same or worse after the war. Consequently I fail to see any gain in anything except the same mess after the war is won. It makes me wonder just what I am fighting for, at times. Then to is the fact that men of all races, colors & creeds are dying and shedding their blood for America & they have not been treated as Americans before & probably not after the war. "
"219",218,"15907677","2521127-37-0513.jpg","A document that contains Q.85","I believe that greater effort should be mustered to put the full fighting power of the nation in the field of combat. We have too many trained men, too much equipment in the wrong places. "
"220",219,"15907686","2521127-37-0514.jpg","A document that contains Q.85","I think that after the war all discharge service men that are able and desire to go to school should be showed & assisted by the Government and all service men helped to get jobs that will benefit them most. "
"221",220,"15907699","2521127-37-0515.jpg","A document that contains Q.85","I would like to work for the army after the war because I really do want to help the army and all and my people and others. "
"222",221,"15907712","2521127-37-0516.jpg","A document that contains Q.85","After the war since every one in the service no matter whet creed, race or religion is fight to preserve this country and other like it, will they be given a chance no matter what race they are? If not what are we fighting for? "
"223",222,"15907724","2521127-37-0517.jpg","A document that contains Q.85","I decidedly hope that condition will be much better for the Negro after the termination of this war then after the last war. I hope that races of the world & U.S. will thru this horrible conflict know the true meaning of brotherly love. This war has taught me something about life & people and I hope it has done as much for the rest of the people both white and colored in these U.S. If we fail to learn a lesson from this conflict, then we have failed in our primary purpose by being in this war and that is to make all peoples free regardless of race color and creed. We shall have also failed ourselves. "
"224",223,"15907735","2521127-37-0518.jpg","A document that contains Q.85","To give a man regardless of race, creed or color a chance to serve his country better.  To train better (officers) to place all negro officers with colored troops. "
"225",224,"15907750","2521127-37-0519.jpg","A document that contains Q.85","I would like a transfer to the Air  Born In  if such transfewr could be managed "
"226",225,"15907765","2521127-37-0520.jpg","A document that contains Q.85","I have very little to ay. However, I do think, a I said before, if white officers are to be selected to lead negro organizations I think that these officers should be asked first just what they think of negroes as a whole and also if they desire to work with them. As in my organization, every thing is hay wire. We have six (6) white officers. Of them one (1) understands us as a group. The other five (5) hate (in the true meaning of that word) negroes. They do everything to hold us back; Court-martials reductions etc. As I said before, I think these officers should be chosen only if they desire or think they are capable of working with negro troops.   "
"227",226,"15907776","2521127-37-0521.jpg","A document that contains Q.85","A lot has been done for me while I've been in the Army. Before I did not know what I wanted to do and was very much undecided. Since then however I know what I want and just what steps that I am going to do so as to get what I want. I have tried to get the radio training while in the Army but that seems impossible so I guess the next best thing for me to do is wait until I get in civilian life. I think that I'm better prepared for something else but I guess a lot of other soldiers do also. My complaints of the Army is the same as any other soldier in that he always wants to be doing something else. "
"228",227,"15907792","2521127-37-0522.jpg","A document that contains Q.85","I only hope condition will be much better in comparasion to discrimination in the U.S.A. Because  we all are suppose to be fighting for the same thing. If they don't be better, then we couldn't have fought for the same purpose. The Constitution states that all men shall have equal rights That one of my main objects for fighting was I had planned improving my education. I hope living conditions will be so I can proceed without failure. "
